run_number;resolution_speed;coop_success;mean_after_bounce;bounce_back;mean_coop;std_coop;benefit;set_std;cost;synergy;trait_mut;set_mut;dir_exp;baseline;set_mean;total_sets;population;K_M_ratio;b_c_ratio
84;900;0,0000;0,00772727272727273;0,00772727272727273;0,1016666666666667;0,1409905434181078;20;2;10;0;0;0,00;0,5;10;6;150;200;0,040;2,0
85;NA;0,7185;NA;0,00000000000000000;0,6424509803921569;0,1243598510332801;20;2;10;0;0;0,00;0,5;10;6;200;200;0,030;2,0
86;NA;0,8240;NA;0,00000000000000000;0,5785294117647058;0,2335086596202528;20;2;10;0;0;0,00;0,5;10;6;200;200;0,030;2,0
87;NA;0,8030;NA;0,00000000000000000;0,6328431372549019;0,1999706350991585;20;2;10;0;0;0,00;0,5;10;6;200;200;0,030;2,0
88;NA;0,8080;NA;0,00000000000000000;0,6960784313725490;0,1612368249671588;20;2;10;0;0;0,00;0,5;10;6;250;200;0,024;2,0
89;NA;0,8665;NA;0,00000000000000000;0,7300980392156863;0,2004407398611331;20;2;10;0;0;0,00;0,5;10;6;250;200;0,024;2,0
90;2800;0,0000;0,01250000000000000;0,01250000000000000;0,1388571428571428;0,1060250089413267;20;2;10;0;0;0,00;0,5;10;6;250;200;0,024;2,0
91;700;0,0000;0,00625000000000000;0,00625000000000000;0,1616666666666667;0,1827235036547811;20;2;10;0;0;0,00;0,5;10;12;50;200;0,240;2,0
92;600;0,0000;0,01000000000000000;0,01000000000000000;0,1710000000000000;0,1772129917484732;20;2;10;0;0;0,00;0,5;10;12;50;200;0,240;2,0
93;900;0,0000;0,00750000000000000;0,00750000000000000;0,1593750000000000;0,1723646812236583;20;2;10;0;0;0,00;0,5;10;12;50;200;0,240;2,0
94;600;0,0000;0,01100000000000000;0,01100000000000000;0,1333333333333333;0,1587927942796886;20;2;10;0;0;0,00;0,5;10;12;100;200;0,120;2,0
95;1100;0,0000;0,01400000000000000;0,01400000000000000;0,2070588235294118;0,1798007475610972;20;2;10;0;0;0,00;0,5;10;12;100;200;0,120;2,0
96;800;0,0000;0,00791666666666667;0,00791666666666667;0,0935714285714286;0,1439022485677592;20;2;10;0;0;0,00;0,5;10;12;100;200;0,120;2,0
97;700;0,0000;0,01571428571428572;0,01571428571428572;0,1326666666666667;0,1539580957211904;20;2;10;0;0;0,00;0,5;10;12;150;200;0,080;2,0
98;900;0,0000;0,00800000000000000;0,00800000000000000;0,1320000000000000;0,1447510177610408;20;2;10;0;0;0,00;0,5;10;12;150;200;0,080;2,0
99;700;0,0000;0,00625000000000000;0,00625000000000000;0,1533333333333333;0,1743994022786532;20;2;10;0;0;0,00;0,5;10;12;150;200;0,080;2,0
100;1500;0,0000;0,03714285714285714;0,03714285714285714;0,1203333333333333;0,1259784692423419;20;2;10;0;0;0,00;0,5;10;12;200;200;0,060;2,0
101;NA;0,7170;NA;0,00000000000000000;0,4822549019607843;0,2302939724037305;20;2;10;0;0;0,00;0,5;10;12;200;200;0,060;2,0
102;1000;0,0000;0,01500000000000000;0,01500000000000000;0,1628571428571429;0,1531931195195524;20;2;10;0;0;0,00;0,5;10;12;200;200;0,060;2,0
103;900;0,0000;0,01357142857142857;0,01357142857142857;0,1261764705882353;0,1457258707703087;20;2;10;0;0;0,00;0,5;10;12;250;200;0,048;2,0
104;NA;0,7365;NA;0,00000000000000000;0,6062745098039216;0,2094894821637948;20;2;10;0;0;0,00;0,5;10;12;250;200;0,048;2,0
105;1000;0,0000;0,00642857142857143;0,00642857142857143;0,1569444444444444;0,1729088410702629;20;2;10;0;0;0,00;0,5;10;12;250;200;0,048;2,0
106;800;0,0000;0,00666666666666667;0,00666666666666667;0,1500000000000000;0,1870351380279729;20;2;10;0;0;0,00;0,5;10;18;50;200;0,360;2,0
107;900;0,0000;0,00500000000000000;0,00500000000000000;0,1838461538461539;0,1768374235250400;20;2;10;0;0;0,00;0,5;10;18;50;200;0,360;2,0
108;600;0,0000;0,00562500000000000;0,00562500000000000;0,0873333333333333;0,1304506839858686;20;2;10;0;0;0,00;0,5;10;18;50;200;0,360;2,0
109;600;0,0000;0,00666666666666667;0,00666666666666667;0,1870000000000000;0,1970504729476407;20;2;10;0;0;0,00;0,5;10;18;100;200;0,180;2,0
110;800;0,0000;0,01437500000000000;0,01437500000000000;0,1373529411764706;0,1706798688980596;20;2;10;0;0;0,00;0,5;10;18;100;200;0,180;2,0
111;800;0,0000;0,00833333333333333;0,00833333333333333;0,1708333333333333;0,1773905979538494;20;2;10;0;0;0,00;0,5;10;18;100;200;0,180;2,0
112;800;0,0000;0,01000000000000000;0,01000000000000000;0,1461538461538462;0,1604311099059064;20;2;10;0;0;0,00;0,5;10;18;150;200;0,120;2,0
113;800;0,0000;0,01375000000000000;0,01375000000000000;0,1773076923076923;0,1806425497196903;20;2;10;0;0;0,00;0,5;10;18;150;200;0,120;2,0
114;800;0,0000;0,01100000000000000;0,01100000000000000;0,1800000000000000;0,1857831655866177;20;2;10;0;0;0,00;0,5;10;18;150;200;0,120;2,0
115;800;0,0000;0,00750000000000000;0,00750000000000000;0,1260000000000000;0,1513888087956684;20;2;10;0;0;0,00;0,5;10;18;200;200;0,090;2,0
116;700;0,0000;0,01000000000000000;0,01000000000000000;0,1025000000000000;0,1545068555794617;20;2;10;0;0;0,00;0,5;10;18;200;200;0,090;2,0
117;800;0,0000;0,00700000000000000;0,00700000000000000;0,1575000000000000;0,1800934586434328;20;2;10;0;0;0,00;0,5;10;18;200;200;0,090;2,0
118;700;0,0000;0,02433333333333334;0,02433333333333334;0,1023913043478261;0,1441579749411403;20;2;10;0;0;0,00;0,5;10;18;250;200;0,072;2,0
119;800;0,0000;0,02350000000000000;0,02350000000000000;0,1242105263157895;0,1586861258891514;20;2;10;0;0;0,00;0,5;10;18;250;200;0,072;2,0
120;NA;0,6500;NA;0,00000000000000000;0,4850000000000000;0,1536977553512087;20;2;10;0;0;0,00;0,5;10;18;250;200;0,072;2,0
121;700;0,0000;0,00833333333333333;0,00833333333333333;0,1596428571428571;0,1832134556457858;20;2;10;0;0;0,00;0,5;10;24;50;200;0,480;2,0
122;800;0,0000;0,00888888888888889;0,00888888888888889;0,1119444444444444;0,1423245967838069;20;2;10;0;0;0,00;0,5;10;24;50;200;0,480;2,0
123;600;0,0000;0,00500000000000000;0,00500000000000000;0,1605555555555556;0,1736095555485866;20;2;10;0;0;0,00;0,5;10;24;50;200;0,480;2,0
124;600;0,0000;0,01250000000000000;0,01250000000000000;0,1035294117647059;0,1486897431092083;20;2;10;0;0;0,00;0,5;10;24;100;200;0,240;2,0
125;900;0,0000;0,01000000000000000;0,01000000000000000;0,2153571428571429;0,2132754113790455;20;2;10;0;0;0,00;0,5;10;24;100;200;0,240;2,0
126;700;0,0000;0,00666666666666667;0,00666666666666667;0,1121428571428571;0,1432817864547701;20;2;10;0;0;0,00;0,5;10;24;100;200;0,240;2,0
127;700;0,0000;0,01125000000000000;0,01125000000000000;0,1015625000000000;0,1379458680062582;20;2;10;0;0;0,00;0,5;10;24;150;200;0,160;2,0
128;700;0,0000;0,00750000000000000;0,00750000000000000;0,1735000000000000;0,1800624891530715;20;2;10;0;0;0,00;0,5;10;24;150;200;0,160;2,0
129;600;0,0000;0,01250000000000000;0,01250000000000000;0,1126666666666667;0,1532722445597407;20;2;10;0;0;0,00;0,5;10;24;150;200;0,160;2,0
130;800;0,0000;0,00900000000000000;0,00900000000000000;0,1546428571428571;0,1648246654165278;20;2;10;0;0;0,00;0,5;10;24;200;200;0,120;2,0
131;1000;0,0000;0,01100000000000000;0,01100000000000000;0,1171428571428571;0,1539283228370548;20;2;10;0;0;0,00;0,5;10;24;200;200;0,120;2,0
132;700;0,0000;0,00928571428571429;0,00928571428571429;0,1316666666666667;0,1594036505526891;20;2;10;0;0;0,00;0,5;10;24;200;200;0,120;2,0
133;600;0,0000;0,01375000000000000;0,01375000000000000;0,1176666666666667;0,1487551519716048;20;2;10;0;0;0,00;0,5;10;24;250;200;0,096;2,0
134;800;0,0000;0,00875000000000000;0,00875000000000000;0,1376470588235294;0,1696790872413534;20;2;10;0;0;0,00;0,5;10;24;250;200;0,096;2,0
135;1000;0,0000;0,01363636363636364;0,01363636363636364;0,1279545454545455;0,1664807946231486;20;2;10;0;0;0,00;0,5;10;24;250;200;0,096;2,0
136;800;0,0000;0,01000000000000000;0,01000000000000000;0,1758333333333333;0,1629951663161342;20;2;10;0;0;0,00;0,5;10;30;50;200;0,600;2,0
137;900;0,0000;0,01333333333333333;0,01333333333333333;0,1973076923076923;0,1838094051889006;20;2;10;0;0;0,00;0,5;10;30;50;200;0,600;2,0
138;600;0,0000;0,00875000000000000;0,00875000000000000;0,1559090909090909;0,1802056905569047;20;2;10;0;0;0,00;0,5;10;30;50;200;0,600;2,0
139;700;0,0000;0,01166666666666667;0,01166666666666667;0,1413636363636364;0,1444487955832604;20;2;10;0;0;0,00;0,5;10;30;100;200;0,300;2,0
140;1000;0,0000;0,01214285714285714;0,01214285714285714;0,1575000000000000;0,1738428127056502;20;2;10;0;0;0,00;0,5;10;30;100;200;0,300;2,0
141;600;0,0000;0,01000000000000000;0,01000000000000000;0,1189285714285714;0,1628139401921074;20;2;10;0;0;0,00;0,5;10;30;100;200;0,300;2,0
142;800;0,0000;0,01333333333333333;0,01333333333333333;0,1866666666666667;0,1602176549875106;20;2;10;0;0;0,00;0,5;10;30;150;200;0,200;2,0
143;700;0,0000;0,01583333333333333;0,01583333333333333;0,1389285714285714;0,1620918373523594;20;2;10;0;0;0,00;0,5;10;30;150;200;0,200;2,0
144;800;0,0000;0,01071428571428571;0,01071428571428571;0,1281250000000000;0,1658601318380440;20;2;10;0;0;0,00;0,5;10;30;150;200;0,200;2,0
145;700;0,0000;0,00800000000000000;0,00800000000000000;0,1511538461538462;0,1761409691855959;20;2;10;0;0;0,00;0,5;10;30;200;200;0,150;2,0
146;1100;0,0000;0,01250000000000000;0,01250000000000000;0,2050000000000000;0,1975348070594142;20;2;10;0;0;0,00;0,5;10;30;200;200;0,150;2,0
147;700;0,0000;0,00611111111111111;0,00611111111111111;0,0967647058823529;0,1456552133514986;20;2;10;0;0;0,00;0,5;10;30;200;200;0,150;2,0
148;800;0,0000;0,01300000000000000;0,01300000000000000;0,1417857142857143;0,1578169234229375;20;2;10;0;0;0,00;0,5;10;30;250;200;0,120;2,0
149;800;0,0000;0,01428571428571429;0,01428571428571429;0,1440625000000000;0,1622982722232947;20;2;10;0;0;0,00;0,5;10;30;250;200;0,120;2,0
150;800;0,0000;0,01416666666666667;0,01416666666666667;0,1430000000000000;0,1563398313199258;20;2;10;0;0;0,00;0,5;10;30;250;200;0,120;2,0
151;700;0,0000;0,00333333333333333;0,00333333333333333;0,2004545454545455;0,2092062922745698;20;2;10;0;0;0,00;1,0;10;6;50;200;0,120;2,0
152;600;0,0000;0,01214285714285714;0,01214285714285714;0,1260714285714286;0,1585896806642438;20;2;10;0;0;0,00;1,0;10;6;50;200;0,120;2,0
153;700;0,0000;0,01250000000000000;0,01250000000000000;0,1604166666666667;0,1768082980021703;20;2;10;0;0;0,00;1,0;10;6;50;200;0,120;2,0
154;1200;0,0000;0,00916666666666667;0,00916666666666667;0,1831578947368421;0,1738470794046994;20;2;10;0;0;0,00;1,0;10;6;100;200;0,060;2,0
155;600;0,0000;0,00833333333333333;0,00833333333333333;0,1080769230769231;0,1399038131112834;20;2;10;0;0;0,00;1,0;10;6;100;200;0,060;2,0
156;900;0,0000;0,00875000000000000;0,00875000000000000;0,1360714285714286;0,1379824204442303;20;2;10;0;0;0,00;1,0;10;6;100;200;0,060;2,0
157;700;0,0000;0,01642857142857143;0,01642857142857143;0,1000000000000000;0,1271528888498297;20;2;10;0;0;0,00;1,0;10;6;150;200;0,040;2,0
158;1500;0,0000;0,01285714285714286;0,01285714285714286;0,1700000000000000;0,1514925740754312;20;2;10;0;0;0,00;1,0;10;6;150;200;0,040;2,0
159;700;0,0000;0,00800000000000000;0,00800000000000000;0,1465384615384615;0,1605120013086329;20;2;10;0;0;0,00;1,0;10;6;150;200;0,040;2,0
160;NA;0,8335;NA;0,00000000000000000;0,4568627450980392;0,2661897082614460;20;2;10;0;0;0,00;1,0;10;6;200;200;0,030;2,0
161;NA;0,8825;NA;0,00000000000000000;0,7990196078431373;0,1666943898511379;20;2;10;0;0;0,00;1,0;10;6;200;200;0,030;2,0
162;3400;1,0000;0,89000000000000001;0,10999999999999999;0,7499019607843137;0,2222082136107449;20;2;10;0;0;0,00;1,0;10;6;200;200;0,030;2,0
163;2900;0,0000;0,00785714285714286;0,00785714285714286;0,1400000000000000;0,1247107765102029;20;2;10;0;0;0,00;1,0;10;6;250;200;0,024;2,0
164;NA;0,7695;NA;0,00000000000000000;0,6198039215686274;0,1751912120636013;20;2;10;0;0;0,00;1,0;10;6;250;200;0,024;2,0
165;3700;1,0000;0,94846153846153847;0,05153846153846153;0,7594117647058823;0,1981682291862738;20;2;10;0;0;0,00;1,0;10;6;250;200;0,024;2,0
166;800;0,0000;0,01437500000000000;0,01437500000000000;0,1223529411764706;0,1602646019776633;20;2;10;0;0;0,00;1,0;10;12;50;200;0,240;2,0
167;600;0,0000;0,01375000000000000;0,01375000000000000;0,1186666666666667;0,1633845886536543;20;2;10;0;0;0,00;1,0;10;12;50;200;0,240;2,0
168;800;0,0000;0,00600000000000000;0,00600000000000000;0,1510714285714286;0,1778631558187423;20;2;10;0;0;0,00;1,0;10;12;50;200;0,240;2,0
169;500;0,0000;0,01375000000000000;0,01375000000000000;0,1325000000000000;0,1568660079317519;20;2;10;0;0;0,00;1,0;10;12;100;200;0,120;2,0
